Code Ouvrage,Référence ouvrage,Métier,Prestation,Type de Toit,Nom de l'ouvrage,Chapitre de l'ouvrage (Dépose/Préparation du Support/ Pose ….),Texte de la ligne/ Texte commercial (rtf),Texte de la ligne/ Texte commercial (converti),Commentaire Technique/ Texte Chargé d'affaires (rtf),Commentaire Technique/ Texte Chargé d'affaires (converti),Unité de l'ouvrage,Code Article,Référence article,Désignation matériaux,Unité Article,Qté,Prix d'achat
306,AB14662,Maintenance,Réparation,Bardeaux Bitumes,Changement de la Gouttière Nantaise,,,,,,,10888,R115153,*** CRAPAUDINE DROITE GALVA Ø80 A 100MM,u,1,7.16
307,AB14762,Maintenance,Réparation,Zinc à tasseau,Changement de la Gouttière Nantaise,Dépose,"Dépose des couvre-joints en basse pente, des travées en zinc sur 30 cm, de la bande d'égout et des chemises de garantie, les crochets ainsi que la gouttière et de son entablement. ","Dépose des couvre-joints en basse pente, des travées en zinc sur 30 cm, de la bande d'égout et des chemises de garantie, les crochets ainsi que la gouttière et de son entablement.",,,ml,,,,,0,0
307,AB14762,Maintenance,Réparation,Zinc à tasseau,Changement de la Gouttière Nantaise,,,,"Dépose des couvre-joints en basse pente, des travées en zinc sur 30 cm, de la bande d'égout et des chemises de garantie, les crochets ainsi que la gouttière et de son entablement. ","Dépose des couvre-joints en basse pente, des travées en zinc sur 30 cm, de la bande d'égout et des chemises de garantie, les crochets ainsi que la gouttière et de son entablement.",,,,,,0,0
307,AB14762,Maintenance,Réparation,Zinc à tasseau,Changement de la Gouttière Nantaise,,,,,,,811,R10010101,main d'œuvre ouvrier chantier ,h,0.75,82.5
307,AB14762,Maintenance,Réparation,Zinc à tasseau,Changement de la Gouttière Nantaise,Pose,"Fourniture et pose d'une gouttière Nantaise comprenant le façonnage et la pose d'un entablement sous gouttière, de crochets, talons, naissance et soudure barrée à l'étain. Façonnage et pose d'une travée en zinc de 0,50ml posée entre tasseaux comprenant un larmier, pince de garantie, le façonnage d'une bande d'égout et de chemise de garantie en zinc et la remise en place des couvre-joints. ","Fourniture et pose d'une gouttière Nantaise comprenant le façonnage et la pose d'un entablement sous gouttière, de crochets, talons, naissance et soudure barrée à l'étain. Façonnage et pose d'une travée en zinc de 0,50ml posée entre tasseaux comprenant un larmier, pince de garantie, le façonnage d'une bande d'égout et de chemise de garantie en zinc et la remise en place des couvre-joints.",,,ml,,,,,0,0
307,AB14762,Maintenance,Réparation,Zinc à tasseau,Changement de la Gouttière Nantaise,,,,"Fourniture et pose d'une gouttière Nantaise en zinc 80/100 fixation par crochet limonier à chaque chevron. Réglage de la pente 5mm/m Comprenant le façonnage et la pose d'un entablement en zinc 65/100 par éléments de 1,00m assemblés par agrafure et pattes de fixation zinc 80/100, talons, naissance et soudure barrée à l'étain Raccord sur travée en zinc de 0,50ml posée entre tasseaux comprenant un larmier en zinc, pince de garantie, le façonnage d'une bande d'égout en zinc 65/100 et de chemise de garantie en zinc et la remise en place des couvre-joints. ","Fourniture et pose d'une gouttière Nantaise en zinc 80/100 fixation par crochet limonier à chaque chevron. Réglage de la pente 5mm/m Comprenant le façonnage et la pose d'un entablement en zinc 65/100 par éléments de 1,00m assemblés par agrafure et pattes de fixation zinc 80/100, talons, naissance et soudure barrée à l'étain Raccord sur travée en zinc de 0,50ml posée entre tasseaux comprenant un larmier en zinc, pince de garantie, le façonnage d'une bande d'égout en zinc 65/100 et de chemise de garantie en zinc et la remise en place des couvre-joints.",,,,,,0,0
307,AB14762,Maintenance,Réparation,Zinc à tasseau,Changement de la Gouttière Nantaise,,,,,,,811,R10010101,main d'œuvre ouvrier chantier ,h,2,220
307,AB14762,Maintenance,Réparation,Zinc à tasseau,Changement de la Gouttière Nantaise,,,,,,,30160,R66004,"BOBINEAU ZINC NATUREL VM 31000X650MM EP.0,65",ml,2.1,31.5
307,AB14762,Maintenance,Réparation,Zinc à tasseau,Changement de la Gouttière Nantaise,,,,,,,25524,R3451,PATTE A TASSEAUX VM 45X150MM,u,8,4.88
307,AB14762,Maintenance,Réparation,Zinc à tasseau,Changement de la Gouttière Nantaise,,,,,,,24479,R28714,"POINTE ACIER TETE PLATE ORDINAIRE Ø3,0X70MM - BOITE 5KG",u,0.05,0.005
307,AB14762,Maintenance,Réparation,Zinc à tasseau,Changement de la Gouttière Nantaise,,,,,,,29023,R59672,"COUVRE-JOINT DE PIED ANTHRA-ZINC DEV.100 EP.0,65MM 250MM",u,2,6.36
307,AB14762,Maintenance,Réparation,Zinc à tasseau,Changement de la Gouttière Nantaise,,,,,,,2686,R103547,PATTE INOX POUR FIXATION DE COUVRE-JOINT ZINC NATUREL - BOITE 100,u,2,1.88
307,AB14762,Maintenance,Réparation,Zinc à tasseau,Changement de la Gouttière Nantaise,,,,,,,32265,R742,"POINTE INOX 17% TETE EXTRA LARGE RONDE LISSE Ø2,7X27MM - BOITE 1KG",u,0.05,0.005
307,AB14762,Maintenance,Réparation,Zinc à tasseau,Changement de la Gouttière Nantaise,,,,,,,11549,R11592,PATTE COULISSANTE SYSTEME DELTA-VM ZINC - BOITE DE 250,u,4,5.6
307,AB14762,Maintenance,Réparation,Zinc à tasseau,Changement de la Gouttière Nantaise,,,,,,,30545,R67441,"DOUBLIS ZINC NATUREL VM  DEV.180 EP.0,65 2ML",ml,1,7.8
307,AB14762,Maintenance,Réparation,Zinc à tasseau,Changement de la Gouttière Nantaise,,,,,,,30546,R67442,"DOUBLIS ZINC NATUREL VM  DEV.200 EP.0,65 2ML",ml,1,8.52
307,AB14762,Maintenance,Réparation,Zinc à tasseau,Changement de la Gouttière Nantaise,,,,,,,30547,R67443,"DOUBLIS ZINC NATUREL VM  DEV.220 EP.0,65 2ML",ml,1,9.22
307,AB14762,Maintenance,Réparation,Zinc à tasseau,Changement de la Gouttière Nantaise,,,,,,,30548,R67444,"DOUBLIS ZINC NATUREL VM  DEV.250 EP.0,65 2ML",ml,1,10.15
307,AB14762,Maintenance,Réparation,Zinc à tasseau,Changement de la Gouttière Nantaise,,,,,,,30550,R67447,"DOUBLIS ZINC NATUREL VM  DEV.333 EP.0,65 2ML",ml,1,13.46
307,AB14762,Maintenance,Réparation,Zinc à tasseau,Changement de la Gouttière Nantaise,,,,,,,29203,R60914,"GOUTTIERE ZINC NATUREL VM NANTAISE DE 40 R8 AVEC PINCE 4ML EP.0,80MM",ml,1.1,13.53
307,AB14762,Maintenance,Réparation,Zinc à tasseau,Changement de la Gouttière Nantaise,,,,,,,3157,R104280,CROCHET EQUERRE NANTAIS 33 TEINTE ARDOISE R8,u,2.5,6.25
307,AB14762,Maintenance,Réparation,Zinc à tasseau,Changement de la Gouttière Nantaise,,,,,,,30753,R68028,"FEUILLE ZINC NATUREL VM 2000X1000MM EP.0,60",m²,0.11,2.3177
307,AB14762,Maintenance,Réparation,Zinc à tasseau,Changement de la Gouttière Nantaise,,,,,,,32265,R742,"POINTE INOX 17% TETE EXTRA LARGE RONDE LISSE Ø2,7X27MM - BOITE 1KG",u,0.05,0.005
307,AB14762,Maintenance,Réparation,Zinc à tasseau,Changement de la Gouttière Nantaise,,,,,,,32248,R74026,SOUDURE ETAIN TARGETTE 33,forfa,0.2,0.65
307,AB14762,Maintenance,Réparation,Zinc à tasseau,Changement de la Gouttière Nantaise,,,,,,,3138,R104252,VINYTEC VIS TETE TORX 4X30 NATUREL - CARTON DE 500,u,5,0.6
307,AB14762,Maintenance,Réparation,Zinc à tasseau,Changement de la Gouttière Nantaise,,,,,,,10888,R115153,*** CRAPAUDINE DROITE GALVA Ø80 A 100MM,u,1,7.16
308,AB14824,Maintenance,Réparation,Zinc en joint debout ,Réalisation de pontages/ raccords d'étanchéité en Résine sur support Métallique,Pose,Réalisation de pontages en résine bicouche avec voile de renfort sur gouttière plate compris préparation du support et toutes sujétions. ,Réalisation de pontages en résine bicouche avec voile de renfort sur gouttière plate compris préparation du support et toutes sujétions.,,,un,,,,,0,0
308,AB14824,Maintenance,Réparation,Zinc en joint debout ,Réalisation de pontages/ raccords d'étanchéité en Résine sur support Métallique,,,,"Réalisation de pontages sur gouttière Nantaise en résine bicouche comprenant décapage du support par TRIFLEX NETTOYANT 0,20l/m2, application de Metal PRIMER et mise en place résine TRIFLEX PRODETAIL 3kg/m2 bicouche avec interposition d'un voile de renfort TRIFLEX. ","Réalisation de pontages sur gouttière Nantaise en résine bicouche comprenant décapage du support par TRIFLEX NETTOYANT 0,20l/m2, application de Metal PRIMER et mise en place résine TRIFLEX PRODETAIL 3kg/m2 bicouche avec interposition d'un voile de renfort TRIFLEX.",,,,,,0,0
308,AB14824,Maintenance,Réparation,Zinc en joint debout ,Réalisation de pontages/ raccords d'étanchéité en Résine sur support Métallique,,,,,,,811,R10010101,main d'œuvre ouvrier chantier ,h,1,110
308,AB14824,Maintenance,Réparation,Zinc en joint debout ,Réalisation de pontages/ raccords d'étanchéité en Résine sur support Métallique,,,,,,,14248,R119828,GANTS DE TRAVAIL AVEC PAUME EN NITRILE NOIR/GRIS (PROTECTION NIV 3) TAILLE 10,u,1,4.33
308,AB14824,Maintenance,Réparation,Zinc en joint debout ,Réalisation de pontages/ raccords d'étanchéité en Résine sur support Métallique,,,,,,,24284,R27472,CHIFFONS                     1KG,forfa,1,0.25
308,AB14824,Maintenance,Réparation,Zinc en joint debout ,Réalisation de pontages/ raccords d'étanchéité en Résine sur support Métallique,,,,,,,260,26200-025,Triflex Metal Primaire,l,0.4,15.136
308,AB14824,Maintenance,Réparation,Zinc en joint debout ,Réalisation de pontages/ raccords d'étanchéité en Résine sur support Métallique,,,,,,,275,28040-802,"Seau plastique gradué universel 2,5 kg",u,1,0.85
308,AB14824,Maintenance,Réparation,Zinc en joint debout ,Réalisation de pontages/ raccords d'étanchéité en Résine sur support Métallique,,,,,,,314,28090-003,Spatule bois (450 x 35 mm),u,1,0.85
308,AB14824,Maintenance,Réparation,Zinc en joint debout ,Réalisation de pontages/ raccords d'étanchéité en Résine sur support Métallique,,,,,,,288,28054-010,"Pattes de lapin, 10 cm large",u,1,0.75
308,AB14824,Maintenance,Réparation,Zinc en joint debout ,Réalisation de pontages/ raccords d'étanchéité en Résine sur support Métallique,,,,,,,295,28059-060,"Pinceau à radiateurs, 60 mm large",u,1,1.98
308,AB14824,Maintenance,Réparation,Zinc en joint debout ,Réalisation de pontages/ raccords d'étanchéité en Résine sur support Métallique,,,,,,,152,26040-001,"Triflex Scotch armé pour surface minérale, 50 mm",m,0.1,0.67
308,AB14824,Maintenance,Réparation,Zinc en joint debout ,Réalisation de pontages/ raccords d'étanchéité en Résine sur support Métallique,,,,,,,256,26090-009-1,Triflex nettoyant  9 l,l,0.2,0.842
308,AB14824,Maintenance,Réparation,Zinc en joint debout ,Réalisation de pontages/ raccords d'étanchéité en Résine sur support Métallique,,,,,,,121,22900-730-150-2,Triflex ProDetail été gris pierre,kg,1,10.02
308,AB14824,Maintenance,Réparation,Zinc en joint debout ,Réalisation de pontages/ raccords d'étanchéité en Résine sur support Métallique,,,,,,,162,26051-026,"Triflex Voile de renfort 26,25 cm large",m,1,1.22
308,AB14824,Maintenance,Réparation,Zinc en joint debout ,Réalisation de pontages/ raccords d'étanchéité en Résine sur support Métallique,,,,,,,10888,R115153,*** CRAPAUDINE DROITE GALVA Ø80 A 100MM,u,1,7.16
309,AB15121,Maintenance,Réparation,Tous les toits,Changement de l'entablement sous gouttière Anglaise,Dépose,Dépose de l'entablement sous gouttière Anglaise comprenant la dépose des pontets de fixation des crochets de gouttière. ,Dépose de l'entablement sous gouttière Anglaise comprenant la dépose des pontets de fixation des crochets de gouttière.,,,ml,,,,,0,0
309,AB15121,Maintenance,Réparation,Tous les toits,Changement de l'entablement sous gouttière Anglaise,,,,Dépose bande d'entablement sous gouttière Anglaise comprenant la dépose des pontets de fixation crochet de gouttière. ,Dépose bande d'entablement sous gouttière Anglaise comprenant la dépose des pontets de fixation crochet de gouttière.,,,,,,0,0
309,AB15121,Maintenance,Réparation,Tous les toits,Changement de l'entablement sous gouttière Anglaise,,,,,,,811,R10010101,main d'œuvre ouvrier chantier ,h,1.75,192.5
309,AB15121,Maintenance,Réparation,Tous les toits,Changement de l'entablement sous gouttière Anglaise,Pose,Façonnage et pose d'un entablement en zinc 65/100 sous gouttière Anglaise comprenant la mise en place de pontets soudés pour fixation des crochets de gouttière,Façonnage et pose d'un entablement en zinc 65/100 sous gouttière Anglaise comprenant la mise en place de pontets soudés pour fixation des crochets de gouttière,,,ml,,,,,0,0
309,AB15121,Maintenance,Réparation,Tous les toits,Changement de l'entablement sous gouttière Anglaise,,,,"Façonnage et pose d'un entablement en zinc 65/100 long. 1,00m sous gouttière Anglaise comprenant la mise en place d'un feutre type papier anglais sur le support, pattes de fixation en zinc 80/100 disposées tous les 0,25m, assemblages des éléments par coulisseau plat dev. 0,08cm et remise la mise en place de pontets soudés pour fixation des crochets de gouttière Pente de l'entablement sup. 1%","Façonnage et pose d'un entablement en zinc 65/100 long. 1,00m sous gouttière Anglaise comprenant la mise en place d'un feutre type papier anglais sur le support, pattes de fixation en zinc 80/100 disposées tous les 0,25m, assemblages des éléments par coulisseau plat dev. 0,08cm et remise la mise en place de pontets soudés pour fixation des crochets de gouttière Pente de l'entablement sup. 1%",,,,,,0,0
309,AB15121,Maintenance,Réparation,Tous les toits,Changement de l'entablement sous gouttière Anglaise,,,,,,,811,R10010101,main d'œuvre ouvrier chantier ,h,5.75,632.5
309,AB15121,Maintenance,Réparation,Tous les toits,Changement de l'entablement sous gouttière Anglaise,,,,,,,20564,R126683,PLATRE LUTECE GROS - SAC 25KG,kg,2,1.72
309,AB15121,Maintenance,Réparation,Tous les toits,Changement de l'entablement sous gouttière Anglaise,,,,,,,29329,R6175,PAPIER ANGLAIS ROULEAU 100X1M,m²,0.33,0.3366
309,AB15121,Maintenance,Réparation,Tous les toits,Changement de l'entablement sous gouttière Anglaise,,,,,,,11549,R11592,PATTE COULISSANTE SYSTEME DELTA-VM ZINC - BOITE DE 250,u,6,8.4
309,AB15121,Maintenance,Réparation,Tous les toits,Changement de l'entablement sous gouttière Anglaise,,,,,,,9108,R113158,CHEVILLE A FRAPPER NU-ZZ N5X30/5 F - BOITE DE 100,u,6,1.08
309,AB15121,Maintenance,Réparation,Tous les toits,Changement de l'entablement sous gouttière Anglaise,,,,,,,30753,R68028,"FEUILLE ZINC NATUREL VM 2000X1000MM EP.0,60",m²,0.5,10.535
309,AB15121,Maintenance,Réparation,Tous les toits,Changement de l'entablement sous gouttière Anglaise,,,,,,,30315,R66680,"COULISSEAU PLAT ZINC NATUREL VM DEV.80 EP.0,65MM 2ML",ml,1,3.14
309,AB15121,Maintenance,Réparation,Tous les toits,Changement de l'entablement sous gouttière Anglaise,,,,,,,3157,R104280,CROCHET EQUERRE NANTAIS 33 TEINTE ARDOISE R8,u,3,7.5
309,AB15121,Maintenance,Réparation,Tous les toits,Changement de l'entablement sous gouttière Anglaise,,,,,,,32248,R74026,SOUDURE ETAIN TARGETTE 33,forfa,0.1,0.325
310,AB15250,Maintenance,Réparation,Tuiles Plates,Changement de la Gouttière Anglaise,Dépose,"Dépose de trois rangs de tuiles plates à l'égout comprenant le doublis, la bande d'égout en zinc, les crochets de la gouttière ainsi que l'entablement. ","Dépose de trois rangs de tuiles plates à l'égout comprenant le doublis, la bande d'égout en zinc, les crochets de la gouttière ainsi que l'entablement.",,,ml,,,,,0,0
310,AB15250,Maintenance,Réparation,Tuiles Plates,Changement de la Gouttière Anglaise,,,,"Dépose de trois rangs de tuiles plates à l'égout comprenant le doublis, la bande d'égout en zinc, les crochets, de la gouttière ainsi que de son entablement. ","Dépose de trois rangs de tuiles plates à l'égout comprenant le doublis, la bande d'égout en zinc, les crochets, de la gouttière ainsi que de son entablement.",,,,,,0,0
310,AB15250,Maintenance,Réparation,Tuiles Plates,Changement de la Gouttière Anglaise,,,,,,,811,R10010101,main d'œuvre ouvrier chantier ,h,2,220
310,AB15250,Maintenance,Réparation,Tuiles Plates,Changement de la Gouttière Anglaise,Pose,"Fourniture et pose d'une gouttière Anglaise posée sur crochets comprenant les bretelles de fixations, contre-soudure de la patte de fixation haute, talons, naissance, soudure barrée à l'étain, le façonnage de la bande d'égout en zinc et la remise en place de trois rangs de tuiles ainsi que du doublis fixé mécaniquement ou par scellement. ","Fourniture et pose d'une gouttière Anglaise posée sur crochets comprenant les bretelles de fixations, contre-soudure de la patte de fixation haute, talons, naissance, soudure barrée à l'étain, le façonnage de la bande d'égout en zinc et la remise en place de trois rangs de tuiles ainsi que du doublis fixé mécaniquement ou par scellement.",,,ml,,,,,0,0
310,AB15250,Maintenance,Réparation,Tuiles Plates,Changement de la Gouttière Anglaise,,,,"Fourniture et pose d'une gouttière Anglaise en zinc 80/100 posée sur crochets support de pente 5mm/m comprenant les bretelles de fixations sur entablement, contre-soudure de la patte de fixation haute, talons, naissance, soudure barrée à l'étain, le façonnage de la bande d'égout en zinc 65/100 à ourlet rechassé et liaison par coulisseau plat. Remise en place de trois rangs de tuiles ainsi que du doublis saillant de 0,08m fixé mécaniquement ou par scellement. ","Fourniture et pose d'une gouttière Anglaise en zinc 80/100 posée sur crochets support de pente 5mm/m comprenant les bretelles de fixations sur entablement, contre-soudure de la patte de fixation haute, talons, naissance, soudure barrée à l'étain, le façonnage de la bande d'égout en zinc 65/100 à ourlet rechassé et liaison par coulisseau plat. Remise en place de trois rangs de tuiles ainsi que du doublis saillant de 0,08m fixé mécaniquement ou par scellement.",,,,,,0,0
310,AB15250,Maintenance,Réparation,Tuiles Plates,Changement de la Gouttière Anglaise,,,,,,,811,R10010101,main d'œuvre ouvrier chantier ,h,6,660
310,AB15250,Maintenance,Réparation,Tuiles Plates,Changement de la Gouttière Anglaise,,,,,,,28032,R50746,IRB TUILE PLATE PRESSEE 17X27 STE FOY ROUGE NUANCE,u,6,3.66
310,AB15250,Maintenance,Réparation,Tuiles Plates,Changement de la Gouttière Anglaise,,,,,,,24790,R30167,"POINTE GALVANISEE TETE EXTRA LARGE Ø2,7X35MM - BOITE 5KG",u,0.1,0.007
310,AB15250,Maintenance,Réparation,Tuiles Plates,Changement de la Gouttière Anglaise,,,,,,,30898,R68396,CHANLATTE TRAITE CLASSE 2 10X20X50,ml,1,0.66
310,AB15250,Maintenance,Réparation,Tuiles Plates,Changement de la Gouttière Anglaise,,,,,,,31885,R72210,"POINTE TETE PLATE LISSE ACIER Ø3,5-80MM - BOITE 5KG",u,0.1,0.01
310,AB15250,Maintenance,Réparation,Tuiles Plates,Changement de la Gouttière Anglaise,,,,,,,11549,R11592,PATTE COULISSANTE SYSTEME DELTA-VM ZINC - BOITE DE 250,u,4,5.6
310,AB15250,Maintenance,Réparation,Tuiles Plates,Changement de la Gouttière Anglaise,,,,,,,20564,R126683,PLATRE LUTECE GROS - SAC 25KG,kg,2,1.72
310,AB15250,Maintenance,Réparation,Tuiles Plates,Changement de la Gouttière Anglaise,,,,,,,29329,R6175,PAPIER ANGLAIS ROULEAU 100X1M,m²,0.33,0.3366
310,AB15250,Maintenance,Réparation,Tuiles Plates,Changement de la Gouttière Anglaise,,,,,,,30753,R68028,"FEUILLE ZINC NATUREL VM 2000X1000MM EP.0,60",m²,0.5,10.535
310,AB15250,Maintenance,Réparation,Tuiles Plates,Changement de la Gouttière Anglaise,,,,,,,30315,R66680,"COULISSEAU PLAT ZINC NATUREL VM DEV.80 EP.0,65MM 2ML",ml,1,3.14
310,AB15250,Maintenance,Réparation,Tuiles Plates,Changement de la Gouttière Anglaise,,,,,,,3157,R104280,CROCHET EQUERRE NANTAIS 33 TEINTE ARDOISE R8,u,3,7.5
310,AB15250,Maintenance,Réparation,Tuiles Plates,Changement de la Gouttière Anglaise,,,,,,,24850,R31150101,Divers peinture anti rouille bidon de 5 litres,l,0.1,3
310,AB15250,Maintenance,Réparation,Tuiles Plates,Changement de la Gouttière Anglaise,,,,,,,3138,R104252,VINYTEC VIS TETE TORX 4X30 NATUREL - CARTON DE 500,u,6,0.72
310,AB15250,Maintenance,Réparation,Tuiles Plates,Changement de la Gouttière Anglaise,,,,,,,29684,R63696,"GOUTTIERE ZINC NATUREL VM A L'ANGLAISE DE 65 SANS PINCE 4ML EP.0,80MM",ml,1.02,28.05
310,AB15250,Maintenance,Réparation,Tuiles Plates,Changement de la Gouttière Anglaise,,,,,,,32248,R74026,SOUDURE ETAIN TARGETTE 33,forfa,0.2,0.65
